"","gene","CpG_Associated","CpG_in_Gene","Enrichment_fromAverage","Suprise","Probe_ID","Chromosome_37","Coordinate_37","region","isoform","UCSC_CPG_ISLANDS_NAME","RELATION_TO_UCSC_CPG_ISLAND","corr_pval","db"
"58","LMAN2",1,28,1.11586755223736,0.896163705087544,"cg23483530","5",176759977,"intragenic","1","chr5:176759071-176759361","S_Shore",0.140997785627008,-0.0502739598257017
"23","SLC7A5",2,56,2.23173510447472,0.896163705087544,"cg06665333","16",87873837,"intragenic","1","","",0.101307592407942,0.0556203488024154
"34","SLC7A5",2,56,2.23173510447472,0.896163705087544,"cg10034481","16",87864431,"intragenic","1","","",0.167231580715329,0.0518892253965402
"3","EPDR1",1,30,1.19557237739717,0.836419458081708,"cg00364758","7",37964310,"intragenic","1","chr7:37960316-37961046","S_Shelf",0.15469498714966,0.0594529621861968
"38","MKNK2",1,30,1.19557237739717,0.836419458081708,"cg11634930","19",2046085,"intragenic","1","chr19:2046074-2046437","Island",0.160110244698477,0.0545380243407402
"44","PTPRM",1,31,1.23542478997708,0.809438185240362,"cg15169189","18",7568891,"intragenic","1","chr18:7566557-7568830","S_Shore",0.0554188345318107,0.068445662016745
"57","RNU6-66P",1,31,1.23542478997708,0.809438185240362,"cg22891070","19",46801642,"intragenic","1","chr19:46800053-46800603","S_Shore",0.141429539333857,-0.053349457839145
"17","SNTB1",1,34,1.35498202771679,0.738017168895625,"cg05127574","8",121714454,"intragenic","1","","",0.138382244366503,-0.0622047550507371
"46","SORL1",1,39,1.55424409061632,0.643399583139775,"cg15724159","11",121466430,"intragenic","1","","",0.140997785627008,0.0521929448496732
"9","EPHX1",1,42,1.67380132835604,0.597442470058363,"cg03138928","1",226004826,"intragenic","2","","",0.193606096047303,0.0532475251791109
"14","AZI1",1,50,1.99262062899528,0.501851674849025,"cg04166638","17",79164389,"intragenic","1","chr17:79164388-79165184","Island",0.1574192674941,-0.0786921913609822
"39","DOCK2",1,52,2.0723254541551,0.482549687354831,"cg12194596","5",169129467,"intragenic","1","","",0.176096245646158,0.0522669181535591
"53","ADAMTS10",1,55,2.19188269189481,0.456228795317295,"cg21676617","19",8649942,"intragenic","1","chr19:8649787-8650524","Island",0.170018773423408,0.113617438641576
"41","AHDC1",1,55,2.19188269189481,0.456228795317295,"cg13375463","1",27899025,"intragenic","1","chr1:27901660-27902688","N_Shelf",0.0911466147991444,0.054625427951739
"64","SEC22C",1,61,2.43099716737425,0.411353831843463,"cg25851277","3",42631429,"intragenic","1","chr3:42632164-42632667","N_Shore",0.155200710628801,-0.0764113869139668
"36","PDE6B",2,137,5.45978052344708,0.366315091130675,"cg11229771","4",640503,"intragenic","2","","",0.140636390314466,0.0578811758021872
"71","PDE6B",2,137,5.45978052344708,0.366315091130675,"cg27149937","4",640594,"intragenic","2","","",0.183385140710304,0.0878902462925043
"24","DOK7",1,70,2.7896688805934,0.358465482035018,"cg06885910","4",3472071,"intragenic","1","chr4:3475058-3475360","N_Shelf",0.138382244366503,0.0821801298556728
"56","HIF3A",1,75,2.98893094349293,0.334567783232683,"cg22891070","19",46801642,"intragenic","1","chr19:46800053-46800603","S_Shore",0.141429539333857,-0.053349457839145
"1","PCNT",1,81,3.22804541897236,0.309784984474707,"cg00174743","21",47812611,"intragenic","1","chr21:47813251-47813462","N_Shore",0.193019122927298,0.0649745592568208
"66","RHOBTB2",1,87,3.46715989445179,0.288420502786796,"cg25882887","8",22844374,"promoter","1","","",0.0982678429837538,0.0709538437969219
"18","PTPRG",1,98,3.90553643283076,0.256046772882155,"cg06133062","3",62111708,"intragenic","1","","",0.0634973012871461,-0.0522289162859877
"29","DAB1",1,99,3.94538884541066,0.253460441842942,"cg07173275","1",57890636,"intragenic","1","chr1:57887963-57890637","Island",0.19885125824696,0.0558459060437164
"13","JAKMIP3",1,121,4.82214192216859,0.207376725144225,"cg04065767","10",133921110,"intragenic","1","","",0.0956694244105774,0.0521532827918143
"67","THADA",1,128,5.10110881022793,0.1960358104879,"cg25938803","2",43767347,"intragenic","1","","",0.152640459839163,-0.0515658870572748
"43","ROR1",1,131,5.22066604796764,0.19154644078207,"cg14216252","1",64349562,"intragenic","1","","",0.081743629685057,-0.0619936884209524
"68","COL4A2",1,146,5.81845223666623,0.171867011934597,"cg26053697","13",111039873,"intragenic","1","chr13:111038079-111038401","S_Shore",0.137264908452058,-0.0967816445410231
"40","OPCML",1,203,8.09003975372085,0.123608786908627,"cg13055484","11",132662455,"intragenic","1","","",0.0273222446701575,0.0725841814805201
"4","GNA12",1,210,8.36900664178019,0.119488494011673,"cg01498219","7",2812373,"intragenic","1","","",0.0956694244105774,0.105615358012413
"15","OBSCN",1,256,10.2022176204559,0.0980179052439501,"cg04850211","1",228464232,"intragenic","1","chr1:228463249-228464488","Island",0.14375056333646,0.0616011621878045
"55","GALNT9",1,303,12.0752810117114,0.0828138077308622,"cg22695351","12",132701390,"intragenic","1","chr12:132696661-132697724","S_Shelf",0.143800431391082,0.0528936642246912
"7","TBCD",1,357,14.2273112910263,0.0702873494186309,"cg02186141","17",80864562,"intragenic","1","chr17:80863327-80863743","S_Shore",0.142862278706138,0.0727135329074634
"31","RGS12",1,369,14.7055402419852,0.0680015819578624,"cg07706367","4",3342725,"intragenic","1","chr4:3341783-3342021","S_Shore",0.0922430352463417,0.0687253221062996
"19","LMF1",1,502,20.0059111151126,0.0499852265785881,"cg06231519","16",969599,"intragenic","1","chr16:971429-971825","N_Shore",0.18778708428029,0.0776704096190602
